id,word,description,meaning,pronunciation,lesson,level,example
1714,スポーツクラブ,NULL,câu lạc bộ thể thao,NULL,34,NULL,NULL
1715,［お］しろ,NULL,thành,NULL,34,NULL,NULL
1716,せつめいしょ,NULL,sách hướng dẫn,NULL,34,NULL,NULL
1717,ず,NULL,hình vẽ minh họa,NULL,34,NULL,NULL
1718,せん,NULL,đường kẻ,NULL,34,NULL,NULL
1719,やじるし,NULL,mũi tên (ký hiệu),NULL,34,NULL,NULL
1720,くろ,NULL,màu đen (danh từ),NULL,34,NULL,NULL
1721,しろ,NULL,màu trắng (danh từ),NULL,34,NULL,NULL
1722,あか,NULL,màu đỏ (danh từ),NULL,34,NULL,NULL
1723,あお,NULL,màu xanh (danh từ),NULL,34,NULL,NULL
1724,こん,NULL,màu xanh sẫm (danh từ),NULL,34,NULL,NULL
1725,きいろ,NULL,màu vàng (danh từ),NULL,34,NULL,NULL
1726,ちゃいろ,NULL,màu nâu (danh từ),NULL,34,NULL,NULL
1727,しょうゆ,NULL,xì dầu,NULL,34,NULL,NULL
1728,ソース,NULL,nước sốt,NULL,34,NULL,NULL
1729,おきゃく［さん］,NULL,[vị] khách,NULL,34,NULL,NULL
1730,～か ～,NULL,～ hay là ～,NULL,34,NULL,NULL
1731,ゆうべ,NULL,tối qua,NULL,34,NULL,NULL
1732,さっき,NULL,lúc nãy,NULL,34,NULL,NULL
1733,さどう,NULL,trà đạo,NULL,34,NULL,NULL
1734,おちゃを たてます,NULL,đánh trà (trong trà đạo),NULL,34,NULL,NULL
1735,さきに,NULL,trước,NULL,34,NULL,NULL
1736,のせます,NULL,để lên,NULL,34,NULL,NULL
2150,うごかします,NULL,di chuyển,NULL,40,NULL,NULL
1737,これで いいですか。,NULL,Như thế này có được không?,NULL,34,NULL,NULL
1738,いかがですか。,NULL,Như thế nào ạ?,NULL,34,NULL,NULL
1739,にがい,NULL,đắng,NULL,34,NULL,NULL
1740,おやこどんぶり,NULL,Oyakodonburi (món cơm gồm có thịt gà và trứng để trong tô lớn),NULL,34,NULL,NULL
1741,ざいりょう,NULL,nguyên liệu,NULL,34,NULL,NULL
1742,～ぶん,NULL,phần ～ (biểu thị lượng),NULL,34,NULL,NULL
1743,－グラム,NULL,－ gram,NULL,34,NULL,NULL
1744,ーこ,NULL,－ cái,NULL,34,NULL,NULL
1745,たまねぎ,NULL,hành tây,NULL,34,NULL,NULL
1746,よんぶんのいち（１／４）,NULL,một phần tư,NULL,34,NULL,NULL
1747,ちょうみりょう,NULL,gia vị,NULL,34,NULL,NULL
1748,てきとうな おおきさに,NULL,độ lớn thích hợp,NULL,34,NULL,NULL
1749,なべ,NULL,nồi,NULL,34,NULL,NULL
1750,ひ,NULL,lửa,NULL,34,NULL,NULL
1751,ひに かけます,NULL,bắc lên bếp,NULL,34,NULL,NULL
1752,にます,NULL,nấu,NULL,34,NULL,NULL
1753,にえます,NULL,chín,NULL,34,NULL,NULL
1754,どんぶり,NULL,bát tô lớn,NULL,34,NULL,NULL
1755,たちます,NULL,trôi qua (thời gian),NULL,34,NULL,NULL
1756,します［ネクタイを～］,NULL,"đeo, thắt [cà-vạt]",NULL,34,NULL,NULL
1757,ほそい,NULL,"gầy, hẹp, thon",NULL,34,NULL,NULL
1758,ふとい,NULL,"béo, to",NULL,34,NULL,NULL
1759,ぼんおどり,NULL,múa trong hội Bon,NULL,34,NULL,NULL
1760,かぐ,NULL,"gia cụ, đồ dùng nội thất",NULL,34,NULL,NULL
1761,キー,NULL,chìa khóa,NULL,34,NULL,NULL
1762,シートベルト,NULL,dây an toàn (ở ghế ngồi),NULL,34,NULL,NULL
1763,とりにく,NULL,thịt gà,NULL,34,NULL,NULL
1764,さきます［はなが～］,NULL,nở [hoa ～],NULL,35,NULL,NULL
1765,かわります［いろが～］,NULL,"đổi, thay đổi [màu ～]",NULL,35,NULL,NULL
1766,こまります,NULL,khó khăn,NULL,35,NULL,NULL
1767,つけます［まるを～］,NULL,đánh [dấu tròn],NULL,35,NULL,NULL
1768,なおります［びょうきが～］,NULL,khỏi [bệnh],NULL,35,NULL,NULL
1769,なおります［こしょうが～］,NULL,được sửa xong [hỏng hóc ～],NULL,35,NULL,NULL
1770,くりっくします,NULL,click chuột,NULL,35,NULL,NULL
1771,にゅうりょくします,NULL,nhập vào,NULL,35,NULL,NULL
1772,ただしい,NULL,đúng,NULL,35,NULL,NULL
1773,むこう,NULL,"đằng ấy, phía đối diện",NULL,35,NULL,NULL
1774,しま,NULL,đảo,NULL,35,NULL,NULL
1775,みなと,NULL,cảng,NULL,35,NULL,NULL
1776,きんじょ,NULL,hàng xóm,NULL,35,NULL,NULL
1777,おくじょう,NULL,tầng thượng,NULL,35,NULL,NULL
1778,かいがい,NULL,nước ngoài,NULL,35,NULL,NULL
1779,やまのぼり,NULL,leo núi,NULL,35,NULL,NULL
1780,れきし,NULL,lịch sử,NULL,35,NULL,NULL
1781,きかい,NULL,cơ hội,NULL,35,NULL,NULL
1782,きょか,NULL,sự cho phép,NULL,35,NULL,NULL
1783,まる,NULL,dấu tròn,NULL,35,NULL,NULL
1784,ふりがな,NULL,Furigana (chứ Kana biểu thị cách đọc của chữ Hán),NULL,35,NULL,NULL
1785,せつび,NULL,thiết bị,NULL,35,NULL,NULL
1786,レバー,NULL,"cần, cần gạt",NULL,35,NULL,NULL
1787,キー,NULL,phím,NULL,35,NULL,NULL
1788,カーテン,NULL,rèm cửa,NULL,35,NULL,NULL
1789,ひも,NULL,sợi dây,NULL,35,NULL,NULL
1790,すいはんき,NULL,nồi cơm điện,NULL,35,NULL,NULL
1791,は,NULL,lá,NULL,35,NULL,NULL
1792,むかし,NULL,ngày xưa,NULL,35,NULL,NULL
1793,もっと,NULL,hơn nữa,NULL,35,NULL,NULL
1794,これで おわりましょう。,NULL,Chúng ta dừng ở đây nhé,NULL,35,NULL,NULL
1795,はこね,NULL,"khu nghỉ dưỡng, tham quan ở tỉnh Kanagawa",NULL,35,NULL,NULL
1796,にっこう,NULL,địa điểm tham quan ở tỉnh Tochigi,NULL,35,NULL,NULL
1797,アフリカ,NULL,châu Phi,NULL,35,NULL,NULL
1798,マンガミュージアム,NULL,Bảo tàng truyện tranh quốc tế Kyoto,NULL,35,NULL,NULL
1799,みんなの がっこう,NULL,tên trường tiếng Nhật giả định,NULL,35,NULL,NULL
1800,だいこくずし,NULL,tên quán sushi giả định,NULL,35,NULL,NULL
1801,IMCパソコンきょうしつ,NULL,tên trường đào tạo chuyên môn máy tính giả định,NULL,35,NULL,NULL
1802,ははの あじ,NULL,tiêu đề của cuốn sách giả định,NULL,35,NULL,NULL
1803,はる,NULL,hiệu làm đẹp giả định,NULL,35,NULL,NULL
1804,さとうしか,NULL,phòng nha giả định,NULL,35,NULL,NULL
1805,まいにちクッキング,NULL,trường dạy nấu ăn giả định,NULL,35,NULL,NULL
1806,それなら,NULL,"nếu thế thì, nếu vậy thì",NULL,35,NULL,NULL
1807,やこうバス,NULL,xe buýt đêm,NULL,35,NULL,NULL
1808,さあ,NULL,"ờ, à (dùng ở đầu câu nói khi không nắm rõ một việc gì)",NULL,35,NULL,NULL
1809,りょこうしゃ,NULL,công ty du lịch,NULL,35,NULL,NULL
1810,くわしい,NULL,"cụ thể, chi tiết",NULL,35,NULL,NULL
1811,スキーじょう,NULL,khu trượt tuyết,NULL,35,NULL,NULL
1812,くさつ,NULL,khu nghỉ dưỡng ở tỉnh Gunma,NULL,35,NULL,NULL
1813,しがこうげん,NULL,cao nguyên nằm trong công viên quốc gia thuộc tỉnh Nagano,NULL,35,NULL,NULL
1814,しゅ,NULL,màu đỏ tươi,NULL,35,NULL,NULL
1815,まじわります,NULL,"chơi với, quen với",NULL,35,NULL,NULL
1816,ことわざ,NULL,thành ngữ,NULL,35,NULL,NULL
1817,かんけい,NULL,quan hệ,NULL,35,NULL,NULL
1818,なかよく します,NULL,chơi thân với,NULL,35,NULL,NULL
1819,ひつよう［な］,NULL,cần thiết,NULL,35,NULL,NULL
1820,ひろいます,NULL,"nhặt, nhặt lên",NULL,35,NULL,NULL
1821,かかります［でんわが～］,NULL,có điện thoại,NULL,35,NULL,NULL
1822,らく［な］,NULL,"thoải mái, nhàn hạ, dễ dàng",NULL,35,NULL,NULL
1823,めずらしい,NULL,"hiếm, hiếm có",NULL,35,NULL,NULL
1824,かた,NULL,"vị, người (cách nói kính trọng của ひと)",NULL,35,NULL,NULL
1825,むら,NULL,làng,NULL,35,NULL,NULL
1826,ハイキング,NULL,"leo núi, đi bộ trên núi",NULL,35,NULL,NULL
1827,そうさ,NULL,thao tác,NULL,35,NULL,NULL
1828,ほうほう,NULL,phương pháp,NULL,35,NULL,NULL
1829,ふた,NULL,cái nắp,NULL,35,NULL,NULL
1830,きょく,NULL,"bài hát, bài nhạc",NULL,35,NULL,NULL
1831,たのしみ,NULL,"niềm vui, điều vui",NULL,35,NULL,NULL
1832,はじめに,NULL,"đầu tiên, trước hết",NULL,35,NULL,NULL
1833,これで おわります。,NULL,Đến đây là hết./ Chúng ta dừng ở đây.,NULL,35,NULL,NULL
1834,はくば,NULL,một địa điểm nghỉ ngơi ở tỉnh Nagano,NULL,35,NULL,NULL
1835,あいます［じこに～］,NULL,gặp [tai nạn],NULL,36,NULL,NULL
1836,ちょきんします,NULL,tiết kiệm tiền,NULL,36,NULL,NULL
1837,すぎます［７じを～］,NULL,quá [7 giờ],NULL,36,NULL,NULL
1838,なれます［しごとに～］,NULL,quen với [công việc],NULL,36,NULL,NULL
2256,しゃかい,NULL,xã hội,NULL,42,NULL,NULL
1839,くさります［たべものが～］,NULL,"bị hỏng, bị thiu, bị ôi, bị nát [thức ăn ～]",NULL,36,NULL,NULL
1840,けんどう,NULL,kiếm đạo (môn đấu kiếm truyền thống kiểu Nhật),NULL,36,NULL,NULL
1841,じゅうどう,NULL,Judo,NULL,36,NULL,NULL
1842,ラッシュ,NULL,tắc đường,NULL,36,NULL,NULL
1843,うちゅう,NULL,vũ trụ,NULL,36,NULL,NULL
1844,きょく,NULL,"ca khúc, bản nhạc",NULL,36,NULL,NULL
1845,まいしゅう,NULL,hàng tuần,NULL,36,NULL,NULL
1846,まいつき,NULL,hàng tháng,NULL,36,NULL,NULL
1847,まいとし（まいねん）,NULL,hàng năm,NULL,36,NULL,NULL
1848,このごろ,NULL,dạo này,NULL,36,NULL,NULL
1849,やっと,NULL,cuối cùng thì cũng,NULL,36,NULL,NULL
1850,かなり,NULL,khá,NULL,36,NULL,NULL
1851,かならず,NULL,nhất định,NULL,36,NULL,NULL
1852,ぜったいに,NULL,tuyệt đối,NULL,36,NULL,NULL
1853,じょうずに,NULL,giỏi,NULL,36,NULL,NULL
1854,できるだけ,NULL,trong khả năng có thể,NULL,36,NULL,NULL
1855,ほとんど,NULL,"hầu hết, phần lớn (trong câu khẳng định), gần như hoàn toàn (trong câu phủ định)",NULL,36,NULL,NULL
1856,ショパン,NULL,"Chopin, nhà soạn nhạc người Ba Lan (1810-49)",NULL,36,NULL,NULL
1857,おきゃくさま,NULL,quý khách (kính ngữ của おきゃくさん),NULL,36,NULL,NULL
1858,とくべつ［な］,NULL,đặc biệt,NULL,36,NULL,NULL
1859,して いらっしゃいます,NULL,đang làm (kính ngữ của して います),NULL,36,NULL,NULL
1860,すいえい,NULL,bơi,NULL,36,NULL,NULL
1861,ちがいます,NULL,khác nhau,NULL,36,NULL,NULL
1862,つかって いらっしゃるんですね。,NULL,đang dùng (kính ngữ của つかって いるんですね),NULL,36,NULL,NULL
1863,チャレンジします,NULL,"thử sức, thử làm",NULL,36,NULL,NULL
1864,きもち,NULL,tâm thế,NULL,36,NULL,NULL
1865,のりもの,NULL,phương tiện đi lại,NULL,36,NULL,NULL
1866,ーせいき,NULL,thế kỉ ー,NULL,36,NULL,NULL
1867,とおく,NULL,nơi xa,NULL,36,NULL,NULL
1868,めずらしい,NULL,hiếm,NULL,36,NULL,NULL
1869,きしゃ,NULL,tàu lửa chạy bằng hơi nước,NULL,36,NULL,NULL
1870,きせん,NULL,tàu thủy chạy bằng hơi nước,NULL,36,NULL,NULL
1871,おおぜいの ～,NULL,nhiều ～ (dùng cho người),NULL,36,NULL,NULL
1872,はこびます,NULL,vận chuyển,NULL,36,NULL,NULL
1873,りようします,NULL,sử dụng,NULL,36,NULL,NULL
1874,じゆうに,NULL,thoải mái,NULL,36,NULL,NULL
1875,とどきます［にもつが～］,NULL,"được gửi đến, được chuyển đến [hành lý ～]",NULL,36,NULL,NULL
1876,でます［しあいに～］,NULL,"tham gia, tham dự [trận đấu]",NULL,36,NULL,NULL
1877,うちます［ワープロを～］,NULL,đánh [máy chữ],NULL,36,NULL,NULL
1878,ふとります,NULL,"béo lên, tăng cân",NULL,36,NULL,NULL
1879,やせます,NULL,"gầy đi, giảm cân",NULL,36,NULL,NULL
1880,かたい,NULL,cứng,NULL,36,NULL,NULL
1881,やわらかい,NULL,mềm,NULL,36,NULL,NULL
1882,でんし～,NULL,～ điện tử,NULL,36,NULL,NULL
1883,けいたい～,NULL,～ cầm tay,NULL,36,NULL,NULL
1884,こうじょう,NULL,"nhà máy, phân xưởng",NULL,36,NULL,NULL
1885,けんこう,NULL,sức khỏe,NULL,36,NULL,NULL
1886,～ずつ,NULL,"từng ～, ～ một",NULL,36,NULL,NULL
1887,その ほうが ～,NULL,"cái đó ～ hơn, như thế ～ hơn",NULL,36,NULL,NULL
1888,～とか、～とか,NULL,"～, ～ v.v.",NULL,36,NULL,NULL
1889,タンゴ,NULL,tăng-gô,NULL,36,NULL,NULL
1890,れきし,NULL,lịch sử,NULL,36,NULL,NULL
1891,とびます,NULL,bay,NULL,36,NULL,NULL
1892,あんぜん［な］,NULL,an toàn,NULL,36,NULL,NULL
1893,ちきゅう,NULL,trái đất,NULL,36,NULL,NULL
1894,ライトきょうだい,NULL,"anh em nhà Wright, hai anh em người Mỹ đi tiên phong trong ngành hàng không; Wilbur Wright (1867-1912) và Orville Wright (1871-1948)",NULL,36,NULL,NULL
1895,ほめます,NULL,khen,NULL,37,NULL,NULL
1896,しかります,NULL,mắng,NULL,37,NULL,NULL
1897,さそいます,NULL,"mời, rủ",NULL,37,NULL,NULL
1898,しょうたいします,NULL,mời,NULL,37,NULL,NULL
1899,たのみます,NULL,nhờ,NULL,37,NULL,NULL
1900,ちゅういします,NULL,nhắc nhở,NULL,37,NULL,NULL
1901,とります,NULL,lấy cắp,NULL,37,NULL,NULL
1902,ふみます,NULL,dẫm,NULL,37,NULL,NULL
1903,こわします,NULL,làm hỏng,NULL,37,NULL,NULL
1904,よごします,NULL,làm bẩn,NULL,37,NULL,NULL
1905,おこないます,NULL,tổ chức,NULL,37,NULL,NULL
1906,ゆしゅつします,NULL,xuất khẩu,NULL,37,NULL,NULL
1907,ゆにゅうします,NULL,nhập khẩu,NULL,37,NULL,NULL
1908,ほんやくします,NULL,biên dịch,NULL,37,NULL,NULL
1909,はつめいします,NULL,phát minh,NULL,37,NULL,NULL
1910,はっけんします,NULL,phát hiện,NULL,37,NULL,NULL
1911,こめ,NULL,gạo,NULL,37,NULL,NULL
1912,むぎ,NULL,lúa mạch,NULL,37,NULL,NULL
1913,せきゆ,NULL,dầu mỏ,NULL,37,NULL,NULL
1914,げんりょう,NULL,nguyên liệu,NULL,37,NULL,NULL
1915,インスタントラーメン,NULL,"mỳ ăn liền, mỳ gói",NULL,37,NULL,NULL
1916,デート,NULL,hẹn hò,NULL,37,NULL,NULL
1917,どろぼう,NULL,kẻ trộm,NULL,37,NULL,NULL
1918,けいかん,NULL,cảnh sát,NULL,37,NULL,NULL
1919,せかいじゅう,NULL,trên toàn thế giới,NULL,37,NULL,NULL
1920,～じゅう,NULL,toàn ～,NULL,37,NULL,NULL
1921,－せいき,NULL,thế kỷ ～,NULL,37,NULL,NULL
1922,なにご,NULL,tiếng gì,NULL,37,NULL,NULL
1923,だれか,NULL,ai đó,NULL,37,NULL,NULL
1924,よかったですね。,NULL,Hay quá nhỉ./Vui quá nhỉ.,NULL,37,NULL,NULL
1925,オリンピック,NULL,Olympic,NULL,37,NULL,NULL
1926,ワールドカップ,NULL,Cúp bóng đa thế giới,NULL,37,NULL,NULL
1927,とうだいじ,NULL,Chùa Todaiji,NULL,37,NULL,NULL
1928,だいぶつ,NULL,tượng phật lớn,NULL,37,NULL,NULL
1929,えどじだい,NULL,thời Edo (1603-1868),NULL,37,NULL,NULL
1930,ポルトガル,NULL,Bồ Đào Nha,NULL,37,NULL,NULL
1931,サウジアラビア,NULL,Ả rập xê út,NULL,37,NULL,NULL
1932,ロシア,NULL,Nga,NULL,37,NULL,NULL
1933,みなさま,NULL,quý vị (kính ngữ của みなさん),NULL,37,NULL,NULL
1934,やけます［うちが～］,NULL,cháy [nhà ～],NULL,37,NULL,NULL
1935,そのご,NULL,sau đó,NULL,37,NULL,NULL
1936,せかいいさん,NULL,di sản thế giới,NULL,37,NULL,NULL
1937,～の ひとつ,NULL,một trong những ～,NULL,37,NULL,NULL
1938,きんいろ,NULL,màu (của) vàng,NULL,37,NULL,NULL
1939,ほんもの,NULL,đồ thật,NULL,37,NULL,NULL
1940,きん,NULL,vàng,NULL,37,NULL,NULL
1941,－キロ,NULL,"－ kilôgam, － kilômét",NULL,37,NULL,NULL
1942,うつくしい,NULL,đẹp,NULL,37,NULL,NULL
1943,ごうか［な］,NULL,"sang trọng, hoành tráng",NULL,37,NULL,NULL
1944,ちょうこく,NULL,điêu khắc,NULL,37,NULL,NULL
1945,いいつたえ,NULL,truyền thuyết,NULL,37,NULL,NULL
1946,ねむります,NULL,ngủ,NULL,37,NULL,NULL
1947,ほります,NULL,khắc,NULL,37,NULL,NULL
1948,なかま,NULL,đồng nghiệp,NULL,37,NULL,NULL
1949,しかし,NULL,nhưng,NULL,37,NULL,NULL
1950,その あと,NULL,sau đó,NULL,37,NULL,NULL
1951,いっしょうけんめい,NULL,"chăm chỉ, gắng hết sức",NULL,37,NULL,NULL
1952,ねずみ,NULL,chuột,NULL,37,NULL,NULL
1953,いっぴき もいません。,NULL,không có một con nào cả,NULL,37,NULL,NULL
1954,とうしょうぐう,NULL,"đền thờ thờ Tokugawa Ieyasu nằm ở Nikko, tỉnh Tochigi",NULL,37,NULL,NULL
1955,ねむりねこ,NULL,con mèo ngủ,NULL,37,NULL,NULL
1956,ひだりじんごろう,NULL,nhà điêu khắc nổi tiếng thời Edo (1594-1651),NULL,37,NULL,NULL
1957,おこします,NULL,đánh thức,NULL,37,NULL,NULL
1958,せっけいします,NULL,thiết kế,NULL,37,NULL,NULL
1959,けんちくか,NULL,kiến trúc sư,NULL,37,NULL,NULL
1960,かがくしゃ,NULL,nhà khoa học,NULL,37,NULL,NULL
1961,まんが,NULL,truyện tranh,NULL,37,NULL,NULL
1962,～に よって,NULL,do ～,NULL,37,NULL,NULL
1963,ドミニカ,NULL,"Dominica, tên một quốc gia ở Trung Mỹ",NULL,37,NULL,NULL
1964,ライトきょうだい,NULL,"anh em nhà Wright, hai anh em người Mỹ đi tiên phong trong ngành hàng không; Wilbur Wright (1867-1912) và Orville Wright (1871-1948)",NULL,37,NULL,NULL
1965,げんじものがたり,NULL,"""Chuyện Genji""",NULL,37,NULL,NULL
1966,むらさきしきぶ,NULL,"(973?-1014?) nữ tác giả viết ""Chuyện Genji"" sống trong thời Heian",NULL,37,NULL,NULL
1967,グラハムーベル,NULL,"Alexander Graham Bell (1847-1922), nhà phát minh người Mỹ",NULL,37,NULL,NULL
1968,うめたてます,NULL,lấp (biển),NULL,37,NULL,NULL
1969,ぎじゅつ,NULL,kỹ thuật,NULL,37,NULL,NULL
1970,とち,NULL,"đất, diện tích đất",NULL,37,NULL,NULL
1971,そうおん,NULL,tiếng ồn,NULL,37,NULL,NULL
1972,りようします,NULL,"lợi dụng, sử dụng",NULL,37,NULL,NULL
1973,アクセス,NULL,"nối, gio thông đi đến",NULL,37,NULL,NULL
1974,さんかします［りょこうに～］,NULL,tham gia [～ đi du lịch],NULL,38,NULL,NULL
1975,そだてます,NULL,chăm sóc,NULL,38,NULL,NULL
1976,はこびます,NULL,vận chuyển,NULL,38,NULL,NULL
1977,にゅういんします,NULL,nhập viện,NULL,38,NULL,NULL
1978,たいいんします,NULL,ra viện,NULL,38,NULL,NULL
1979,いれます［でんげんを～］,NULL,bật [điện nguồn],NULL,38,NULL,NULL
1980,きります［でんげんを～］,NULL,tắt [điện nguồn],NULL,38,NULL,NULL
1981,かけます［かぎを～］,NULL,khóa [ổ khóa],NULL,38,NULL,NULL
1982,つきます［うそを～］,NULL,nói dối,NULL,38,NULL,NULL
1983,きもちが いい,NULL,"tâm trạng sảng khoái, tốt",NULL,38,NULL,NULL
1984,きもちが わるい,NULL,tâm trạng không tốt,NULL,38,NULL,NULL
1985,おおきな ～,NULL,"～ lớn, ～ to",NULL,38,NULL,NULL
1986,ちいさな ～,NULL,"～ bé, ～ nhỏ",NULL,38,NULL,NULL
1987,あかちゃん,NULL,em bé,NULL,38,NULL,NULL
1988,しょうがっこう,NULL,"trường tiểu học, trường cấp 1",NULL,38,NULL,NULL
1989,ちゅうがっこう,NULL,"trường trung học cơ sở, trường cấp 2",NULL,38,NULL,NULL
1990,えきまえ,NULL,trước ga,NULL,38,NULL,NULL
1991,かいがん,NULL,bờ biển,NULL,38,NULL,NULL
1992,こうじょう,NULL,nhà máy,NULL,38,NULL,NULL
1993,むら,NULL,làng,NULL,38,NULL,NULL
1994,かな,NULL,chữ Kana,NULL,38,NULL,NULL
1995,ゆびわ,NULL,nhẫn,NULL,38,NULL,NULL
1996,でんげん,NULL,điện nguồn,NULL,38,NULL,NULL
1997,しゅうかん,NULL,"thói quen, tập quán",NULL,38,NULL,NULL
1998,けんこう,NULL,sức khỏe,NULL,38,NULL,NULL
1999,～せい,NULL,hàng ～,NULL,38,NULL,NULL
2000,おととし,NULL,năm kia,NULL,38,NULL,NULL
2001,［あ、］いけない。,NULL,"[A,] không được rồi. (dùng khi làm nhầm hay thất bại việc gì đó)",NULL,38,NULL,NULL
2002,おさきに［しつれいします］。,NULL,Tôi (xin phép) về trước,NULL,38,NULL,NULL
2003,げんばくドーム,NULL,nhà vòm tưởng niệm vụ ném bom nguyên tử ở Hiroshima,NULL,38,NULL,NULL
2004,いずもたいしゃ,NULL,"đền thờ ở thành phố Izumo, tỉnh Shimane",NULL,38,NULL,NULL
2005,チェンマイ,NULL,Chiềng Mai (ở Thái Lan),NULL,38,NULL,NULL
2006,かいらん,NULL,tài liệu thông báo,NULL,38,NULL,NULL
2007,けんきゅうしつ,NULL,phòng nghiên cứu,NULL,38,NULL,NULL
2008,きちんと,NULL,ngay ngắn,NULL,38,NULL,NULL
2009,せいりします,NULL,sắp xếp,NULL,38,NULL,NULL
2010,ほうほう,NULL,phương pháp,NULL,38,NULL,NULL
2011,～と いう,NULL,có tên gọi là ～,NULL,38,NULL,NULL
2012,－さつ,NULL,"quyển, cuốn (trợ số từ dùng để đếm sách, v.v.)",NULL,38,NULL,NULL
2013,はんこ,NULL,con dấu,NULL,38,NULL,NULL
